"Name","Sex","Event","Equipment","Age","AgeClass","BirthYearClass","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Squat4Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Bench4Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Deadlift4Kg","Best3DeadliftKg","TotalKg","Place","Dots","Wilks","Glossbrenner","Goodlift","Tested","Country","State","Federation","ParentFederation","Date","MeetCountry","MeetState","MeetTown","MeetName","Sanctioned"
"Daniel Stump","M","SBD","Raw",19.5,"20-23","19-23","MR-C",82.4,"83",200,215,227.5,NA,227.5,137.5,-145,145,NA,145,-240,255,265,NA,265,637.5,"10",432.13,427.38,411.24,88.57,"Yes","USA","MD","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Rocky Tatiefo","M","SBD","Raw",19.5,"20-23","19-23","MR-C",72.6,"74",200,220,-227.5,NA,220,122.5,-127.5,-127.5,NA,122.5,267.5,-275,-275,NA,267.5,610,"4",447,444.85,430.43,90.45,"Yes","USA","MD","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Sydney Shade","F","SBD","Raw",20.5,"20-23","19-23","FR-C",61.4,"63",115,122.5,127.5,NA,127.5,75,80,85,NA,85,127.5,135,142.5,NA,142.5,355,"9",387.89,388.81,343.43,78.99,"Yes","USA","PA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Elee Johns","M","SBD","Raw",20.5,"20-23","19-23","MR-C",101.8,"105",225,240,247.5,NA,247.5,150,157.5,-160,NA,157.5,235,245,-252.5,NA,245,650,"15",397.05,392.84,375.12,81.42,"Yes","USA","MD","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Eli Carlson","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",81,"83",212.5,225,-235,NA,225,132.5,-145,145,NA,145,215,-225,225,NA,225,595,"19",407.31,403.07,388.15,69.71,"Yes","USA","MD","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Alexander Harbeson","M","SBD","Single-ply",24.5,"24-34","24-39","M-C",92.5,"93",257.5,272.5,285,NA,285,192.5,207.5,-215,NA,207.5,-282.5,282.5,-290,NA,282.5,775,"6",494.38,488.1,467.26,84.28,"Yes","USA","MD","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Vincent Moon","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",65.7,"66",200,207.5,-210,NA,207.5,150,157.5,-170,NA,157.5,170,185,192.5,NA,192.5,557.5,"10",438.3,439.39,427.06,74.92,"Yes","USA","MD","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Sarah Ferrell","F","SBD","Raw",22.5,"20-23","19-23","FR-C",82.6,"84",120,127.5,135,NA,135,60,65,-70,NA,65,140,150,157.5,NA,157.5,357.5,"6",331.61,321.54,281.43,67.97,"Yes","USA","MD","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Marissa Gentle","F","SBD","Single-ply",21.5,"20-23","19-23","F-C",74.5,"84",165,-172.5,172.5,NA,172.5,100,105,-110,NA,105,150,160,167.5,NA,167.5,445,"12",434.96,424.82,373.79,73.69,"Yes","USA","PA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Keara Hickey","F","SBD","Raw",22.5,"20-23","19-23","FR-C",60.7,"63",97.5,105,110,NA,110,47.5,52.5,-57.5,NA,52.5,110,120,127.5,NA,127.5,290,"19",319.14,320.43,283.08,65.03,"Yes","USA","NY","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Niesa Nelson","F","SBD","Single-ply",20.5,"20-23","19-23","F-C",69.6,"72",115,125,135,NA,135,-70,-70,-70,NA,NA,130,140,-150,NA,140,NA,"DQ",NA,NA,NA,NA,"Yes","USA","NY","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Melissa Ho","F","SBD","Single-ply",22.5,"20-23","19-23","F-C",62,"63",120,130,135,NA,135,60,65,70,NA,70,100,-110,-110,NA,100,305,"20",331.26,331.57,292.84,55.57,"Yes","USA","MA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Kylie Podeswa","F","SBD","Single-ply",18.5,"18-19","19-23","F-C",62,"63",125,135,142.5,NA,142.5,-70,70,75,NA,75,115,127.5,137.5,NA,137.5,355,"16",385.57,385.92,340.84,64.68,"Yes","USA","NY","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Robyn Mcinnis","F","SBD","Single-ply",22.5,"20-23","19-23","F-C",45.8,"47",105,112.5,-120,NA,112.5,50,55,-57.5,NA,55,105,112.5,120,NA,120,287.5,"3",384.12,393.85,351.84,64.26,"Yes","USA","MA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Preston Trudeau","M","SBD","Raw",20.5,"20-23","19-23","MR-C",81,"83",160,167.5,172.5,NA,172.5,95,100,-105,NA,100,192.5,205,215,NA,215,487.5,"63",333.72,330.25,318.02,68.32,"Yes","USA","MA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Paul Carson","M","SBD","Raw",20.5,"20-23","19-23","MR-C",69.6,"74",137.5,147.5,155,NA,155,107.5,115,120,NA,120,170,182.5,192.5,NA,192.5,467.5,"36",352.57,351.88,341.1,70.86,"Yes","USA","NJ","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Louie Liu","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",104.5,"105",240,260,-272.5,NA,260,140,-145,-145,NA,140,235,245,-250,NA,245,645,"13",389.75,386.07,368.65,66.07,"Yes","USA","MA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Steven Zhou","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",89.7,"93",225,235,240,NA,240,-125,125,132.5,NA,132.5,220,240,-250,NA,240,612.5,"22",396.71,391.68,375.44,67.71,"Yes","USA","MA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Anas Abou Allaban","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",74.7,"83",210,220,230,NA,230,117.5,122.5,-127.5,NA,122.5,185,200,205,NA,205,557.5,"25",400.99,398.37,384.98,68.67,"Yes","USA","MA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Rebecca Semanski","F","SBD","Raw",22.5,"20-23","19-23","FR-C",65.2,"72",57.5,65,75,NA,75,30,37.5,-45,NA,37.5,95,105,115,NA,115,227.5,"27",239.68,238.13,210.18,48.71,"Yes","USA","NJ","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Kate Driscoll","F","SBD","Single-ply",22.5,"20-23","19-23","F-C",69.6,"72",185,197.5,-202.5,NA,197.5,107.5,112.5,-115,NA,112.5,165,180,-192.5,NA,180,490,"4",497.11,489.41,431.46,83.86,"Yes","USA","MA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Benjamin Tribelli","M","SBD","Raw",20.5,"20-23","19-23","MR-C",84.6,"93",215,222.5,227.5,NA,227.5,142.5,150,-155,NA,150,225,232.5,-240,NA,232.5,610,"22",407.46,402.67,387,83.63,"Yes","USA","RI","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Annette Yoon","F","SBD","Raw",20.5,"20-23","19-23","FR-C",55.5,"57",92.5,95,97.5,NA,97.5,60,62.5,-65,NA,62.5,97.5,105,-110,NA,105,265,"9",309,314,277.8,63.44,"Yes","USA","NY","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Kaitlyn Fratus","F","SBD","Raw",23.5,"24-34","24-39","FR-C",56.9,"57",110,120,-125,NA,120,50,55,-57.5,NA,55,117.5,-130,-130,NA,117.5,292.5,"7",335.5,339.88,300.55,68.7,"Yes","USA","RI","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Karnee Berejiklian","F","SBD","Single-ply",20.5,"20-23","19-23","F-C",70.6,"72",145,155,160,NA,160,70,-75,75,NA,75,122.5,132.5,-137.5,NA,132.5,367.5,"20",369.87,363.47,320.33,62.45,"Yes","USA","MA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Stephen Porada","M","SBD","Raw",19.5,"20-23","19-23","MR-C",103.4,"105",227.5,235,245,NA,245,145,152.5,157.5,NA,157.5,272.5,287.5,300,NA,300,702.5,"6",426.33,422.1,403.04,87.36,"Yes","USA","NY","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Jakob Herlitz","M","SBD","Raw",19.5,"20-23","19-23","MR-C",79.4,"83",182.5,192.5,200,NA,200,115,125,127.5,NA,127.5,195,210,-220,NA,210,537.5,"46",372.29,368.71,355.38,76.1,"Yes","USA","MA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Matthew LaButti","M","SBD","Raw",22.5,"20-23","19-23","MR-C",82.5,"83",187.5,200,207.5,NA,207.5,120,125,-130,NA,125,212.5,227.5,-242.5,NA,227.5,560,"37",379.34,375.15,360.97,77.76,"Yes","USA","RI","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Omotoyosi Oyedeji","M","SBD","Raw",21.5,"20-23","19-23","MR-C",82.3,"83",182.5,192.5,202.5,NA,202.5,120,125,130,NA,130,230,245,260,NA,260,592.5,"20",401.91,397.5,382.51,82.37,"Yes","USA","NY","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Seth Kirchner","M","SBD","Raw",21.5,"20-23","19-23","MR-C",112.8,"120",-267.5,270,280,NA,280,167.5,175,-180,NA,175,272.5,287.5,-300,NA,287.5,742.5,"3",435.69,433.73,414.88,88.71,"Yes","USA","NY","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Eric Kim","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",85.1,"93",-240,-240,240,NA,240,150,160,-165,NA,160,190,212.5,-230,NA,212.5,612.5,"21",407.82,402.96,387.18,69.72,"Yes","USA","MA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Matthew Boyle","M","SBD","Single-ply",18.5,"18-19","19-23","M-C",80.7,"83",225,237.5,245,NA,245,-155,-155,-155,NA,NA,225,237.5,-252.5,NA,237.5,NA,"DQ",NA,NA,NA,NA,"Yes","USA","MA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"John Ferrentino","M","SBD","Raw",22.5,"20-23","19-23","MR-C",98.4,"105",160,172.5,182.5,NA,182.5,120,130,-140,NA,130,202.5,215,227.5,NA,227.5,540,"31",334.74,330.81,316.06,68.74,"Yes","USA","NJ","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Moriah Buckwalter","F","SBD","Single-ply",21.5,"20-23","19-23","F-C",107.1,"84+",185,197.5,205,NA,205,105,-112.5,-112.5,NA,105,150,160,-170,NA,160,470,"5",391.01,384.4,327.51,68.25,"Yes","USA","MA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Shannon Croatto","F","SBD","Single-ply",21.5,"20-23","19-23","F-C",77.4,"84",160,-172.5,172.5,NA,172.5,75,82.5,-85,NA,82.5,-145,145,-160,NA,145,400,"15",383.25,373.02,327.69,65.1,"Yes","USA","MA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"John Goodyear","M","SBD","Single-ply",21.5,"20-23","19-23","M-C",90,"93",240,252.5,260,NA,260,160,172.5,182.5,NA,182.5,210,230,240,NA,240,682.5,"13",441.31,435.7,417.58,75.31,"Yes","USA","NJ","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Eric Jacques","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",113.4,"120",270,280,-285,NA,280,-160,160,170,NA,170,270,280,-285,NA,280,730,"7",427.54,425.79,407.37,72.16,"Yes","USA","ME","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Jordan Larson","M","SBD","Raw",22.5,"20-23","19-23","MR-C",82.7,"83",165,-175,-175,NA,165,87.5,92.5,-95,NA,92.5,180,187.5,-195,NA,187.5,445,"72",301.03,297.68,286.39,61.71,"Yes","USA","MA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Yuuki Sato","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",82.5,"83",290,302.5,-310,NA,302.5,177.5,187.5,192.5,NA,192.5,265,277.5,-287.5,NA,277.5,772.5,"5",523.29,517.5,497.94,89.52,"Yes","USA","MA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Henry Hsu","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",72.6,"74",265,277.5,290,NA,290,155,162.5,172.5,NA,172.5,-255,255,-272.5,NA,255,717.5,"2",525.78,523.24,506.28,90.03,"Yes","USA","MA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Emily St. Germaine","F","SBD","Single-ply",18.5,"18-19","19-23","F-C",79.2,"84",-115,115,125,NA,125,62.5,77.5,-80,NA,77.5,125,135,-137.5,NA,135,337.5,"21",319.61,310.56,272.51,54.38,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Corderrius Wallace","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",82.1,"83",227.5,-240,240,NA,240,-152.5,-155,155,NA,155,-227.5,237.5,245,NA,245,640,"14",434.73,430,413.83,74.38,"Yes","USA","TX","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Connor Burke","M","SBD","Raw",19.5,"20-23","19-23","MR-C",80.3,"83",157.5,-165,-165,NA,157.5,120,-130,132.5,NA,132.5,210,-220,-220,NA,210,500,"56",344.02,340.55,328.07,70.38,"Yes","USA","TX","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"William Ryder","M","SBD","Raw",21.5,"20-23","19-23","MR-C",65.9,"66",175,-182.5,-182.5,NA,175,130,-135,-135,NA,130,212.5,-217.5,-217.5,NA,212.5,517.5,"5",405.93,406.85,395.36,80.73,"Yes","USA","TX","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Justin Lovelace","M","SBD","Single-ply",18.5,"18-19","19-23","M-C",65.1,"66",200,207.5,-220,NA,207.5,115,120,127.5,NA,127.5,197.5,210,217.5,NA,217.5,552.5,"11",437.36,438.78,426.65,74.74,"Yes","USA","TX","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Blair Quebedeaux","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",117,"120",252.5,272.5,285,NA,285,165,175,182.5,NA,182.5,200,215,227.5,NA,227.5,695,"15",402.58,402.03,385.05,67.84,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Leslie Sierra","F","SBD","Raw",19.5,"20-23","19-23","FR-C",55.4,"57",87.5,95,-100,NA,95,-40,42.5,-52.5,NA,42.5,92.5,100,110,NA,110,247.5,"13",288.94,293.68,259.83,59.33,"Yes","USA","TX","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Hunter Soileau #1","F","SBD","Single-ply",18.5,"18-19","19-23","F-C",82.5,"84",130,140,155,NA,155,55,-65,-65,NA,55,110,120,130,NA,130,340,"20",315.56,305.99,267.84,53.86,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Lane Hudspeth","M","SBD","Single-ply",56.5,"55-59","50-59","M-C",70,"74",197.5,207.5,-220,NA,207.5,130,135,-142.5,NA,135,190,197.5,212.5,NA,212.5,555,"13",416.89,415.91,403.06,71.36,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Cantrell Jackson","M","SBD","Raw",20.5,"20-23","19-23","MR-C",72.7,"74",-192.5,-192.5,192.5,NA,192.5,100,110,112.5,NA,112.5,220,-235,-235,NA,220,525,"18",384.36,382.48,370.06,77.79,"Yes","USA","GA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"MaKayla King","F","SBD","Single-ply",18.5,"18-19","19-23","F-C",101.5,"84+",115,122.5,132.5,NA,132.5,77.5,85,90,NA,90,130,137.5,-147.5,NA,137.5,360,"13",305.45,298.46,255.91,53.06,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Marissa Huckabay","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",51.3,"52",92.5,-105,105,NA,105,32.5,35,-37.5,NA,35,85,95,102.5,NA,102.5,242.5,"13",298.39,305.48,270.93,49.85,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"De'Quinton Gie","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",72,"74",255,265,-272.5,NA,265,137.5,147.5,155,NA,155,225,-235,-235,NA,225,645,"4",475.27,473.24,458.06,81.38,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Joseph Axtell","M","SBD","Single-ply",18.5,"18-19","19-23","M-C",65.6,"66",220,230,242.5,NA,242.5,115,122.5,-127.5,NA,122.5,202.5,-207.5,-207.5,NA,202.5,567.5,"9",446.67,447.84,435.3,76.34,"Yes","USA","TX","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Taysia Coleman","F","SBD","Single-ply",18.5,"18-19","19-23","F-C",74.3,"84",147.5,155,157.5,NA,157.5,72.5,-75,75,NA,75,142.5,155,-160,NA,155,387.5,"16",379.3,370.56,326.07,64.25,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Morgan Dynes","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",78.9,"84",160,167.5,-175,NA,167.5,-82.5,-85,-85,NA,NA,162.5,170,182.5,NA,182.5,NA,"DQ",NA,NA,NA,NA,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Melanie Madere","F","SBD","Single-ply",18.5,"18-19","19-23","F-C",61.5,"63",112.5,117.5,-122.5,NA,117.5,52.5,57.5,-60,NA,57.5,110,120,130,NA,130,305,"19",332.92,333.63,294.69,55.83,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Allie Champagne","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",46.7,"47",77.5,-87.5,-87.5,NA,77.5,50,55,-57.5,NA,55,70,82.5,-95,NA,82.5,215,"5",283.11,290.49,259.08,47.34,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Jenney Ainsworth","F","SBD","Single-ply",18.5,"18-19","19-23","F-C",53.8,"57",87.5,-92.5,-92.5,NA,87.5,37.5,42.5,-50,NA,42.5,85,92.5,100,NA,100,230,"12",273.86,279.24,247.25,45.77,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Emily Schovanec","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",50.7,"52",102.5,107.5,-110,NA,107.5,52.5,55,57.5,NA,57.5,102.5,110,115,NA,115,280,"11",347.4,355.91,315.82,58.04,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Haley Baudoin","F","SBD","Single-ply",20.5,"20-23","19-23","F-C",51.4,"52",107.5,-115,115,NA,115,62.5,67.5,70,NA,70,100,110,-125,NA,110,295,"10",362.5,371.06,329.07,60.56,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Jonathan Lin","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",81.6,"83",227.5,-237.5,-237.5,NA,227.5,152.5,155,-160,NA,155,200,205,-210,NA,205,587.5,"20",400.47,396.19,381.4,68.53,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Bryson Chaisson","M","SBD","Single-ply",21.5,"20-23","19-23","M-C",102.8,"105",245,252.5,265,NA,265,152.5,162.5,172.5,NA,172.5,255,265,-275,NA,265,702.5,"11",427.36,423.01,403.91,72.51,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Khang Huynh","M","SBD","Single-ply",21.5,"20-23","19-23","M-C",81.4,"83",232.5,235,240,NA,240,152.5,160,165,NA,165,-230,230,245,NA,245,650,"13",443.7,438.99,422.66,75.93,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Trey Ryder","M","SBD","Single-ply",21,"20-23","19-23","M-C",104,"105",295,310,325,NA,325,217.5,232.5,245,NA,245,247.5,257.5,267.5,NA,267.5,837.5,"3",507.06,502.16,479.49,85.98,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Michael Ebanks","M","SBD","Single-ply",21,"20-23","19-23","M-C",58.4,"59",207.5,212.5,-220,NA,212.5,115,120,122.5,NA,122.5,220,-225,-232.5,NA,220,555,"4",479.1,485.34,474.67,81.45,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Kaitlyn Hearty","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",62.7,"63",155,-162.5,162.5,NA,162.5,75,-80,-80,NA,75,152.5,-157.5,-157.5,NA,152.5,390,"9",420.67,420.36,371.21,70.6,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Delaine Rodick","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",70.9,"72",-165,-165,-165,NA,NA,80,87.5,92.5,NA,92.5,125,140,150,NA,150,NA,"DQ",NA,NA,NA,NA,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Krystyna Fullwood","F","SBD","Single-ply",20.5,"20-23","19-23","F-C",60.5,"63",97.5,105,-115,NA,105,60,65,-67.5,NA,65,115,122.5,130,NA,130,300,"22",330.83,332.33,293.6,55.45,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Moriah Moore","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",51,"52",92.5,-100,100,NA,100,40,47.5,55,NA,55,102.5,110,-122.5,NA,110,265,"12",327.43,335.33,297.48,54.7,"Yes","USA","TX","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Connor Gruntz","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",52.2,"53",142.5,-165,-165,NA,142.5,-97.5,-97.5,-97.5,NA,NA,135,147.5,-150,NA,147.5,NA,"DQ",NA,NA,NA,NA,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Shatara Warner","F","SBD","Single-ply",23.5,"24-34","24-39","F-C",140.2,"84+",182.5,-192.5,-192.5,NA,182.5,112.5,122.5,135,NA,135,155,167.5,190,NA,190,507.5,"3",393.65,394.54,332.22,69.77,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Genesis Frazar","F","SBD","Single-ply",21.5,"20-23","19-23","F-C",71.5,"72",170,182.5,-190,NA,182.5,92.5,-97.5,-97.5,NA,92.5,175,180,185,NA,185,460,"10",459.73,451.07,397.4,77.68,"Yes","USA","TX","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Camille Hamilton","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",72.3,"84",182.5,192.5,205,NA,205,80,87.5,92.5,NA,92.5,165,175,187.5,NA,187.5,485,"8",481.77,472.08,415.78,81.46,"Yes","USA","TX","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Jessie Mouton","F","SBD","Single-ply",23.5,"24-34","24-39","F-C",60.6,"63",-137.5,137.5,145,NA,145,70,77.5,82.5,NA,82.5,145,150,-152.5,NA,150,377.5,"11",415.87,417.64,368.96,69.7,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Jamie Broussard","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",51.1,"52",117.5,122.5,127.5,NA,127.5,65,70,75,NA,75,110,117.5,-127.5,NA,117.5,320,"6",394.84,404.32,358.65,65.97,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Patrick Shamma","M","SBD","Single-ply",21.5,"20-23","19-23","M-C",58.7,"59",-165,170,175,NA,175,77.5,-92.5,92.5,NA,92.5,185,202.5,-210,NA,202.5,470,"9",403.98,409.04,399.93,68.7,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Jamil Hinedi","M","SBD","Single-ply",21.5,"20-23","19-23","M-C",82.4,"83",215,-225,230,NA,230,155,160,167.5,NA,167.5,225,237.5,-245,NA,237.5,635,"15",430.44,425.7,409.63,73.64,"Yes","USA","TX","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Farhan Siddiqui","M","SBD","Single-ply",23.5,"24-34","24-39","M-C",90.2,"93",225,235,242.5,NA,242.5,117.5,122.5,-127.5,NA,122.5,235,250,-260,NA,250,615,"20",397.22,392.17,375.82,67.78,"Yes","USA","TX","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Zachary Stout","M","SBD","Single-ply",21.5,"20-23","19-23","M-C",105.8,"120",287.5,-297.5,-297.5,NA,287.5,182.5,-192.5,-192.5,NA,182.5,217.5,-230,-230,NA,217.5,687.5,"17",413.37,409.74,391.29,70.03,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Clinton Kinley","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",93.7,"105",-290,295,302.5,NA,302.5,215,-227.5,-227.5,NA,215,245,255,-270,NA,255,772.5,"7",489.74,483.57,462.69,83.45,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Connor Loskie","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",72.2,"74",207.5,217.5,227.5,NA,227.5,-170,-170,-170,NA,NA,207.5,217.5,225,NA,225,NA,"DQ",NA,NA,NA,NA,"Yes","USA","TX","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
"Michael Hurst","M","SBD","Single-ply",21.5,"20-23","19-23","M-C",65.5,"66",175,187.5,202.5,NA,202.5,127.5,135,-140,NA,135,175,-182.5,187.5,NA,187.5,525,"14",413.69,414.82,403.23,70.7,"Yes","USA","LA","USAPL","IPF","2017-04-07","USA","TX",NA,"Collegiate National Championship","Yes"
