"Name","Sex","Event","Equipment","Age","AgeClass","BirthYearClass","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Squat4Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Bench4Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Deadlift4Kg","Best3DeadliftKg","TotalKg","Place","Dots","Wilks","Glossbrenner","Goodlift","Tested","Country","State","Federation","ParentFederation","Date","MeetCountry","MeetState","MeetTown","MeetName","Sanctioned"
"Bailey Dulas","F","SBD","Raw",20.5,"20-23","19-23","FR-C",101.75,"84+",107.5,117.5,-120,NA,117.5,55,57.5,-62.5,NA,57.5,120,-127.5,-127.5,NA,120,295,"24",250.06,244.4,209.5,52.37,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Hannah White","F","SBD","Raw",19.5,"20-23","19-23","FR-C",69.6,"72",107.5,115,-117.5,NA,115,57.5,62.5,-65,NA,62.5,127.5,135,-142.5,NA,135,312.5,"42",317.04,312.12,275.17,64.43,"Yes","USA","PA","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Hannah Jett","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",124.1,"84+",167.5,177.5,190,NA,190,75,-140,-140,NA,75,145,155,167.5,NA,167.5,432.5,"12",343.9,343.8,290.78,60.71,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Mia Dolin","F","SBD","Raw",18.5,"18-19","19-23","FR-C",121.8,"84+",145,-150,150,NA,150,55,60,67.5,NA,67.5,127.5,140,-152.5,NA,140,357.5,"18",285.67,285.12,241.4,61.13,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Hallie Brinson","F","SBD","Raw",18.5,"18-19","19-23","FR-C",62.45,"63",120,127.5,-132.5,NA,127.5,67.5,70,72.5,NA,72.5,140,-142.5,-152.5,NA,140,340,"8",367.64,367.58,324.62,74.81,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Leena Salinas","F","SBD","Single-ply",20.5,"20-23","19-23","F-C",56.3,"57",160,167.5,-175,NA,167.5,85,-90,NA,NA,85,150,160,-165,NA,160,412.5,"3",476.45,483.32,427.47,79.69,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Robyn Ramon","F","SBD","Single-ply",21.5,"20-23","19-23","F-C",61.2,"63",-137.5,137.5,145,NA,145,65,67.5,72.5,NA,72.5,140,145,-147.5,NA,145,362.5,"11",396.89,398.02,351.58,66.55,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Marcel Tumer","F","SBD","Raw",18.5,"18-19","19-23","FR-C",118,"84+",100,110,117.5,NA,117.5,50,55,62.5,NA,62.5,137.5,147.5,157.5,NA,157.5,337.5,"21",272.11,270.7,229.6,58.02,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Brooke Brown","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",49.55,"52",120,-130,-130,NA,120,52.5,55,-60,NA,55,112.5,122.5,130,NA,130,305,"6",384.64,394.5,350.46,64.27,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Victoria Torres","F","SBD","Single-ply",20.5,"20-23","19-23","F-C",68.7,"72",-145,-150,-155,NA,NA,65,70,80,NA,80,125,-130,130,NA,130,NA,"DQ",NA,NA,NA,NA,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Luisa Soto","F","SBD","Single-ply",18.5,"18-19","19-23","F-C",52,"52",130,137.5,140,NA,140,65,70,-75,NA,70,115,125,-152.5,NA,125,335,"5",408.33,417.62,370.19,68.22,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Laisha Gardner","F","SBD","Raw",19.5,"20-23","19-23","FR-C",70.05,"72",162.5,-170,-170,NA,162.5,77.5,82.5,87.5,NA,87.5,170,172.5,180,NA,180,430,"2",434.67,427.57,376.89,88.35,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Kayla Wampler","F","SBD","Single-ply",20.5,"20-23","19-23","F-C",51.65,"52",130,140,155,NA,155,-80,-80,-80,NA,NA,137.5,-152.5,-152.5,NA,137.5,NA,"DQ",NA,NA,NA,NA,"Yes","USA","LA","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Fre'Dasia Daniels","F","SBD","Raw",20.5,"20-23","19-23","FR-C",78.3,"84",-132.5,-132.5,132.5,NA,132.5,65,72.5,77.5,NA,77.5,-172.5,172.5,-182.5,NA,172.5,382.5,"10",364.33,354.29,311.06,74.39,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Crystal Garcia","F","SBD","Single-ply",20.5,"20-23","19-23","F-C",81.35,"84",195,207.5,215,NA,215,117.5,125,132.5,NA,132.5,180,190,-200,NA,190,537.5,"5",502.29,487.34,426.96,85.63,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Danielle Kent","F","SBD","Single-ply",22.5,"20-23","19-23","F-C",92.05,"84+",205,-212.5,220,NA,220,125,132.5,-140,NA,132.5,175,182.5,-187.5,NA,182.5,535,"3",472.3,458.12,397.32,81.34,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Julianna Morales","F","SBD","Single-ply",18.5,"18-19","19-23","F-C",62.95,"63",122.5,127.5,132.5,NA,132.5,82.5,87.5,95,NA,95,130,140,145,NA,145,372.5,"10",400.82,400.29,353.47,67.28,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Gail Salinas","F","SBD","Single-ply",20.5,"20-23","19-23","F-C",59.1,"63",-127.5,-127.5,127.5,NA,127.5,57.5,-65,65,NA,65,122.5,132.5,140,NA,140,332.5,"16",372.14,375.08,331.47,62.32,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Erika Peralta","F","SBD","Single-ply",22.5,"20-23","19-23","F-C",56.3,"57",155,165,-172.5,NA,165,-105,-105,-105,NA,NA,NA,NA,NA,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Chloe Arana","F","SBD","Single-ply",21.5,"20-23","19-23","F-C",46.4,"47",-127.5,127.5,-140,NA,127.5,65,-70,-70,NA,65,135,142.5,150.5,NA,150.5,343,"2",453.83,465.57,415.45,75.9,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Haley Dickens","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",82.2,"84",122.5,132.5,140,NA,140,82.5,90,97.5,NA,97.5,100,112.5,120,NA,120,357.5,"18",332.39,322.35,282.23,56.71,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Lilly Aguilar","F","SBD","Single-ply",20.5,"20-23","19-23","F-C",51.1,"52",-145,-150,-150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Cassidy Estrada","F","SBD","Single-ply",23,"20-23","24-39","F-C",85.9,"84+",207.5,217.5,227.5,NA,227.5,-120,120,125,NA,125,147.5,155,-167.5,NA,155,507.5,"5",462.1,447.67,390.71,79.12,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Shelby Gray","F","SBD","Single-ply",22.5,"20-23","19-23","F-C",62.75,"63",-160,-160,-160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Zena Esquivel","F","SBD","Single-ply",21.5,"20-23","19-23","F-C",84.6,"84+",200,-210,NA,NA,200,-150,-150,150,NA,150,182.5,-195,195,NA,195,545,"2",499.8,484.29,423.17,85.47,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Miranda Garcia","F","SBD","Single-ply",21.5,"20-23","19-23","F-C",71.4,"72",-200,200,-207.5,NA,200,-105,105,-107.5,NA,105,157.5,165,-172.5,NA,165,470,"5",470.09,461.31,406.44,79.42,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Jenica Flores","F","SBD","Single-ply",21.5,"20-23","19-23","F-C",48.75,"52",130,140,-147.5,NA,140,70,75,80,NA,80,130,140,-150,NA,140,360,"4",459.36,471.35,419.13,76.76,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Briana Escamilla","F","SBD","Raw",23.5,"24-34","24-39","FR-C",71.7,"72",120,127.5,-137.5,NA,127.5,65,72.5,75,NA,75,145,157.5,-162.5,NA,157.5,360,"15",359.24,352.35,310.41,73.06,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Calie Chesler","F","SBD","Single-ply",21,"20-23","19-23","F-C",61.9,"63",-175,-175,180,NA,180,-85,-85,85,NA,85,-170,170,175,NA,175,440,"2",478.36,478.92,422.98,80.24,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Jasmine Ruiz","F","SBD","Raw",21.5,"20-23","19-23","FR-C",71.05,"72",127.5,135,140,NA,140,75,80,85,NA,85,122.5,127.5,132.5,NA,132.5,357.5,"17",358.54,352.06,310.22,72.9,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Antonio Thomas","M","SBD","Raw",22.5,"20-23","19-23","MR-C",99.75,"105",235,250,255,NA,255,147.5,160,-162.5,NA,160,297.5,312.5,-320,NA,312.5,727.5,"10",448.27,443.19,423.32,92.01,"Yes","USA","OH","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Joseph Anderson","M","SBD","Raw",18.5,"18-19","19-23","MR-C",79.9,"83",-170,172.5,195,NA,195,107.5,115,125,NA,125,185,205,215,NA,215,535,"83",369.18,365.53,352.22,75.5,"Yes","USA","AL","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Colton Henry","M","SBD","Raw",20.5,"20-23","19-23","MR-C",101.9,"105",187.5,195,200,NA,200,120,127.5,130,NA,130,260,272.5,-277.5,NA,272.5,602.5,"38",367.88,363.99,347.58,75.44,"Yes","USA","IL","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Jacob Combs","M","SBD","Raw",20.5,"20-23","19-23","MR-C",89.05,"93",212.5,225,232.5,NA,232.5,155,160,165,NA,165,207.5,225,240,NA,240,637.5,"31",414.43,409.2,392.36,85.2,"Yes","USA","OH","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Michael Cazares","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",65.1,"66",182.5,200,-207.5,NA,200,105,110,-112.5,NA,110,-200,200,215,NA,215,525,"9",415.59,416.94,405.42,71.02,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Cameron Berger","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",88.9,"93",235,247.5,260,NA,260,162.5,172.5,177.5,NA,177.5,242.5,257.5,-262.5,NA,257.5,695,"14",452.2,446.5,428.16,77.21,"Yes","USA","MD","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Brendan Miller","M","SBD","Raw",22.5,"20-23","19-23","MR-C",98.25,"105",215,227.5,-232.5,NA,227.5,155,160,165,NA,165,272.5,280,285,NA,285,677.5,"20",420.25,415.3,396.8,86.31,"Yes","USA","PA","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Jared Cook","M","SBD","Raw",21.5,"20-23","19-23","MR-C",99.5,"105",227.5,235,-240,NA,235,147.5,155,-165,NA,155,240,247.5,-255,NA,247.5,637.5,"31",393.25,388.76,371.34,80.73,"Yes","USA","OH","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Zachary Carlisle","M","SBD","Raw",19.5,"20-23","19-23","MR-C",74,"74",155,160,-165,NA,160,102.5,105,-110,NA,105,195,207.5,-215,NA,207.5,472.5,"79",341.93,339.88,328.59,69.37,"Yes","USA","MO","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Esteban Garcia","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",135.3,"120+",265,277.5,287.5,NA,287.5,215,227.5,237.5,NA,237.5,265,277.5,-287.5,NA,277.5,802.5,"8",444.08,450.82,429.5,74.34,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"March Thomas","M","SBD","Single-ply",18.5,"18-19","19-23","M-C",119,"120",292.5,307.5,327.5,NA,327.5,240,255,275,NA,275,-240,-240,240,NA,240,842.5,"4",485.21,485.33,465.02,81.69,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Daniel Aguirre","M","SBD","Raw",19,"18-19","19-23","MR-C",91.9,"93",212.5,225,240,NA,240,125,132.5,-140,NA,132.5,237.5,255,265,NA,265,637.5,"33",407.96,402.77,385.67,83.88,"Yes","USA","CA","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Jaylen Montgomery","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",64.5,"66",175,187.5,-192.5,NA,187.5,82.5,92.5,-102.5,NA,92.5,175,187.5,195,NA,195,475,"12",378.65,380.18,369.83,64.68,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Kaiser Forcade","M","SBD","Raw",18.5,"18-19","19-23","MR-C",143.15,"120+",250,262.5,-272.5,NA,262.5,115,127.5,-132.5,NA,127.5,205,212.5,-217.5,NA,212.5,602.5,"20",328.14,335.58,318.43,65.1,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Brandin Carballo","M","SBD","Raw",19.5,"20-23","19-23","MR-C",65.1,"66",152.5,-162.5,165,NA,165,87.5,95,-100,NA,95,192.5,205,-215,NA,205,465,"21",368.09,369.29,359.08,73.02,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Eston Epton","M","SBD","Raw",18.5,"18-19","19-23","MR-C",91.3,"93",175,190,200,NA,200,127.5,137.5,142.5,NA,142.5,210,227.5,-240,NA,227.5,570,"65",365.94,361.28,346.04,75.24,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Tristan Bigler","M","SBD","Single-ply",21.5,"20-23","19-23","M-C",81.55,"83",210,-220,-220,NA,210,142.5,150,-155,NA,150,250,260,270,NA,270,630,"13",429.59,425.01,409.16,73.51,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Steven Canales","M","SBD","Raw",19.5,"20-23","19-23","MR-C",71.05,"74",160,162.5,167.5,NA,167.5,-102.5,102.5,107.5,NA,107.5,182.5,190,192.5,NA,192.5,467.5,"80",347.59,346.41,335.49,70.1,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Daniel Carrillo","M","SBD","Raw",20.5,"20-23","19-23","MR-C",65.8,"66",-140,147.5,150,NA,150,-80,80,87.5,NA,87.5,182.5,197.5,202.5,NA,202.5,440,"29",345.53,346.35,336.6,68.7,"Yes","USA","SC","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Christopher Martinez","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",72.8,"74",-175,175,-185,NA,175,137.5,142.5,147.5,NA,147.5,-185,185,195,NA,195,517.5,"24",378.53,376.64,364.39,64.82,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Matthew Anderson #1","M","SBD","Raw",20.5,"20-23","19-23","MR-C",73.05,"74",225,-235,242.5,NA,242.5,-127.5,135,140,NA,140,237.5,250,252.5,NA,252.5,635,"2",463.42,461.01,445.95,93.85,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Kevin Cervantes","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",73.25,"74",215,225,230,NA,230,147.5,-150,150,NA,150,-207.5,207.5,-220,NA,207.5,587.5,"15",427.98,425.68,411.73,73.29,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Jaxsen Sewell","M","SBD","Single-ply",18.5,"18-19","19-23","M-C",89.85,"93",227.5,230,-235,NA,230,142.5,155,162.5,NA,162.5,202.5,215,217.5,NA,217.5,610,"21",394.76,389.75,373.57,67.37,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Adan Chavez","M","SBD","Raw",21.5,"20-23","19-23","MR-C",119.1,"120",232.5,245,255,NA,255,150,157.5,-162.5,NA,157.5,240,-255,270,NA,270,682.5,"17",392.95,393.08,376.64,79.6,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Braidon Clemence","M","SBD","Raw",20.5,"20-23","19-23","MR-C",80.65,"83",175,185,187.5,NA,187.5,110,117.5,122.5,NA,122.5,215,227.5,235,NA,235,545,"75",374.02,370.19,356.56,76.55,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Raul Aguilera #1","M","SBD","Raw",21.5,"20-23","19-23","MR-C",89.55,"93",-182.5,-185,185,NA,185,-120,127.5,-137.5,NA,127.5,225,235,-245,NA,235,547.5,"79",354.91,350.42,335.91,72.97,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Trevor Carmona","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",58.6,"59",182.5,192.5,197.5,NA,197.5,80,87.5,92.5,NA,92.5,185,192.5,-197.5,NA,192.5,482.5,"4",415.32,420.59,411.26,70.62,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Tyler Harris","M","SBD","Raw",20.5,"20-23","19-23","MR-C",58.7,"59",152.5,-162.5,162.5,NA,162.5,82.5,-90,-90,NA,82.5,-195,-195,-195,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Max Balette","M","SBD","Raw",18,"18-19","19-23","MR-C",151.15,"120+",252.5,265,275,NA,275,152.5,162.5,167.5,NA,167.5,275,-290,290,NA,290,732.5,"8",393.1,404.85,382.57,77.52,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Michael Casillas","M","SBD","Raw",18.5,"18-19","19-23","MR-C",58.5,"59",165,170,172.5,NA,172.5,120,127.5,-130,NA,127.5,185,190,-195,NA,190,490,"4",422.38,427.81,418.36,81.45,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Steban Mireles","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",82.8,"83",240,250,-255,NA,250,137.5,140,145,NA,145,212.5,220,222.5,NA,222.5,617.5,"15",417.43,412.77,397.1,71.41,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Jonathan Chavira","M","SBD","Single-ply",18.5,"18-19","19-23","M-C",73.3,"74",250,-265,270,NA,270,-160,-160,160,NA,160,245,-255,-255,NA,245,675,"6",491.51,488.84,472.8,84.17,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Marcos Chavez","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",65,"66",232.5,245,252.5,NA,252.5,125,132.5,-137.5,NA,132.5,237.5,-245,-245,NA,237.5,622.5,"1",493.34,495.01,481.36,84.3,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Austin Culver","M","SBD","Raw",18.5,"18-19","19-23","MR-C",113.05,"120",195,205,210,NA,210,142.5,-147.5,150,NA,150,227.5,240,-265,NA,240,600,"24",351.79,350.27,335.08,71.62,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Parker Hay","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",73.3,"74",255,257.5,-270,NA,257.5,145,-152.5,-152.5,NA,145,205,220,232.5,NA,232.5,635,"10",462.38,459.88,444.79,79.18,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Brant Kobersky","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",92.2,"93",285,297.5,-305,NA,297.5,-197.5,197.5,-207.5,NA,197.5,245,257.5,-270,NA,257.5,752.5,"11",480.78,474.67,454.47,81.98,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Mitchell Rees","M","SBD","Single-ply",19,"18-19","19-23","M-C",87.85,"93",-322.5,-322.5,-325,NA,NA,142.5,155,-182.5,NA,155,265,280,-290,NA,280,NA,"DQ",NA,NA,NA,NA,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Jeremy Hernandez","M","SBD","Raw",21.5,"20-23","19-23","MR-C",72.15,"74",225,-235,-235,NA,225,120,127.5,132.5,NA,132.5,225,235,245,NA,245,602.5,"11",443.34,441.38,427.19,89.63,"Yes","USA","AZ","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Travis Shouse","M","SBD","Raw",20.5,"20-23","19-23","MR-C",146.9,"120+",295,-310,-310,NA,295,172.5,180,185,NA,185,280,-295,-305,NA,280,760,"4",411.01,421.74,399.39,81.31,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Austin Ballard","M","SBD","Raw",18.5,"18-19","19-23","MR-C",80.2,"83",210,215,NA,NA,215,125,130,-132.5,NA,130,227.5,-242.5,-242.5,NA,227.5,572.5,"51",394.19,390.23,375.96,80.64,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Gilibaldo Garcia","M","SBD","Single-ply",18.5,"18-19","19-23","M-C",82.45,"83",-245,250,-272.5,NA,250,150,155,160,NA,160,245,255,272.5,NA,272.5,682.5,"9",462.48,457.38,440.1,79.12,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Morgan Landreth","M","SBD","Single-ply",18.5,"18-19","19-23","M-C",91.15,"93",-300,300,-315,NA,300,215,220,227.5,NA,227.5,240,-255,-255,NA,240,767.5,"8",493.13,486.86,466.35,84.12,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Anthony Montes","M","SBD","Single-ply",21.5,"20-23","19-23","M-C",65.2,"66",215,-225,-225,NA,215,-125,125,-130,NA,125,195,205,-212.5,NA,205,545,"7",430.92,432.27,420.29,73.64,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Garrett Parkhill","M","SBD","Single-ply",20,"20-23","19-23","M-C",91.7,"93",305,-320,-320,NA,305,205,-215,-215,NA,205,265,280,-287.5,NA,280,790,"6",506.09,499.65,478.48,86.31,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Kyle Bailey","M","SBD","Raw",20,"20-23","19-23","MR-C",73.35,"74",-205,205,215,NA,215,132.5,142.5,-147.5,NA,142.5,227.5,240,252.5,NA,252.5,610,"6",443.98,441.55,427.05,89.97,"Yes","USA","MO","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"John Santillan","M","SBD","Raw",24.5,"24-34","24-39","MR-C",93,"93",187.5,202.5,-207.5,NA,202.5,135,-142.5,-142.5,NA,135,220,-232.5,-232.5,NA,220,557.5,"74",354.71,350.22,335.19,72.93,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Timothy Hutchins","M","SBD","Raw",21.5,"20-23","19-23","MR-C",117.5,"120",270,-282.5,282.5,NA,282.5,185,190,-197.5,NA,190,265,275,287.5,NA,287.5,760,"5",439.59,439.16,420.67,89.17,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Joshua Martinez","M","SBD","Raw",19.5,"20-23","19-23","MR-C",74.7,"83",-157.5,165,-175,NA,165,105,115,-120,NA,115,187.5,205,215,NA,215,495,"105",356.04,353.71,341.82,72.32,"Yes","USA","KS","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Brandon Gillen","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",82.55,"83",-300,300,-305,NA,300,-225,-225,-225,NA,NA,265,272.5,-285,NA,272.5,NA,"DQ",NA,NA,NA,NA,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Adrian Sustaita","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",92.6,"93",310,320,330,NA,330,180,187.5,195,NA,195,265,-280,280,NA,280,805,"4",513.25,506.73,485.08,87.5,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"James Ball","M","SBD","Raw",20.5,"20-23","19-23","MR-C",79.15,"83",180,190,200,NA,200,150,157.5,-165,NA,157.5,210,217.5,-220,NA,217.5,575,"49",399.01,395.23,380.99,81.54,"Yes","USA","IN","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Joseph Ramos","M","SBD","Raw",22.5,"20-23","19-23","MR-C",73.3,"74",190,205,215,NA,215,137.5,142.5,145,NA,145,217.5,230,242.5,NA,242.5,602.5,"12",438.72,436.34,422.02,88.89,"Yes","USA","TX","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
"Matthew Reed","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",129.6,"120+",317.5,-322.5,NA,NA,317.5,202.5,-210,215,NA,215,265,275,285,NA,285,817.5,"6",458.18,462.63,442.02,76.82,"Yes","USA","LA","USAPL","IPF","2019-04-12","USA","OH","Columbus","Collegiate Nationals","Yes"
